ADXL-X,ADXL-Y,ADXL-Z,VELO-X,VELO-Y,VELO-Z,DFT321
35.5,-23.26,79.88,0,0,0,90.45491695
-50.5,-28.46,156.4,0,0,0,166.7968273
-15.92,44.07,-23.57,0,0,0,52.45146518
18.98,-16.53,-2.45,0,0,0,-25.28801693
8.57,-8.88,-41.63,0,0,0,-43.42068862
14.08,17.45,21.73,0,0,0,31.22405803
17.75,-9.18,-18.06,1.69,-0.04,-0.87,-26.93507936
11.94,-22.34,-30.3,1.69,-0.04,-0.87,-39.49340704
7.65,-12.86,-23.26,1.69,-0.04,-0.87,-27.65736249
15.61,-15.3,-14.69,1.69,-0.04,-0.87,-26.33549316
17.45,-10.71,-2.14,1.69,-0.04,-0.87,20.5860681
14.69,-1.53,-3.37,1.69,-0.04,-0.87,15.14905608
156.4,156.4,156.4,1.69,-0.04,-0.87,270.8927463
-5.51,-9.18,-79.58,1.69,-0.04,-0.87,-80.2970043
7.96,-22.65,-27.85,1.69,-0.04,-0.86,-36.76964237
10.41,-23.87,-65.81,1.69,-0.04,-0.86,-70.77500336
29.38,34.89,-18.06,1.69,-0.04,-0.86,49.05772212
20.2,-25.1,-30.3,1.69,-0.04,-0.86,-44.2282715
19.28,-29.69,-5.82,1.69,-0.04,-0.86,-35.87599337
15.3,-7.65,-2.45,1.69,-0.04,-0.86,17.28048032
-79.88,33.06,112.33,1.55,0,-0.9,141.745571
32.14,-16.83,41.63,1.55,0,-0.9,55.22033502
14.39,-35.81,-14.08,1.55,0,-0.9,-41.08131692
7.65,-6.43,-24.79,1.55,0,-0.9,-26.72847732
84.48,59.99,68.87,1.46,-0.05,-0.97,124.4136142
43.77,11.94,-17.45,1.46,-0.05,-0.97,48.60945381
26.02,-30.61,45.6,1.46,-0.05,-0.97,60.77312317
12.86,14.08,54.79,1.46,-0.05,-0.97,58.01353377
7.96,1.53,-29.69,1.46,-0.05,-0.97,-30.77659175
-11.02,-52.95,-16.83,1.4,-0.06,-1.03,-56.64266766
-33.36,5.51,29.38,1.4,-0.06,-1.03,44.79323721
18.06,7.65,31.53,1.4,-0.06,-1.03,37.13255984
34.28,-3.06,-0.31,1.32,-0.01,-1.04,34.41770039
-15.92,-54.17,35.2,1.32,-0.01,-1.04,-66.5347676
59.99,50.5,90.6,1.32,-0.01,-1.04,119.8224107
13.16,-83.86,-104.37,1.32,-0.01,-1.04,-134.5317141
9.49,-13.47,-0.92,1.32,-0.01,-1.04,-16.50295125
7.35,-22.96,-23.26,1.22,0,-1.01,-33.49942835
8.26,-26.93,-2.75,1.22,0,-1.01,-28.30220839
14.69,-25.4,7.96,1.22,0,-1.01,-30.40259364
11.02,-41.32,-62.13,1.22,0,-1.01,-75.42492758
14.39,-6.73,-5.51,1.22,0,-1.01,16.8144313
-90.29,21.73,84.17,1.22,0,-1.01,125.3358125
-15.3,-44.07,33.36,1.22,0,-1.01,-57.35106363
-3.67,65.5,-23.87,1.2,0.03,-1.01,69.81042759
6.73,-29.08,-19.28,1.2,0.03,-1.01,-35.53389509
15.3,-7.35,-4.9,1.2,0.03,-1.01,17.66698899
-24.49,-7.96,-5.51,1.2,0.03,-1.01,-26.33404261
3.06,3.98,10.41,1.2,0.03,-1.01,11.55733966
9.79,12.86,59.38,0.97,-0.02,-1,61.54029655
-1.84,-46.52,4.59,0.97,-0.02,-1,-46.78209166
1.22,-14.69,2.45,0.97,-0.02,-1,-14.9427909
18.06,-30.91,37.03,0.97,-0.02,-1,51.50546185
12.86,-17.14,-8.26,0.97,-0.02,-1,-22.96490366
69.48,-41.01,30.3,0.97,-0.02,-1,86.18225165
-3.67,12.86,15.61,0.97,-0.02,-1,20.55530588
9.18,-31.83,8.26,0.89,-0.01,-1.02,-34.14160072
8.88,12.24,30.61,0.89,-0.01,-1.02,34.14153043
26.63,-10.41,11.94,0.89,-0.01,-1.02,30.98529651
29.69,48.05,75.91,0.89,-0.01,-1.02,94.61832116
7.65,-50.5,-55.71,0.89,-0.01,-1.02,-75.58026594
11.02,-13.77,-18.67,0.79,-0.01,-1.01,-25.68311118
9.49,-23.87,-31.53,0.79,-0.01,-1.01,-40.66912711
10.41,-27.85,-14.39,0.79,-0.01,-1.01,-33.03123825
9.79,-30,-2.45,0.79,-0.01,-1.01,-31.65196044
149.67,127.33,56.93,0,0,0,204.5850989
-4.9,-84.17,35.2,0,0,0,-91.36541413
8.57,19.59,-31.83,0,0,0,-38.34529828
11.94,-43.77,-50.5,0,0,0,-67.88686545
36.42,-17.45,35.2,0.77,0.01,-0.96,53.57199735
45.91,20.51,45.91,0.67,0.02,-0.93,68.08903216
6.43,-20.2,11.02,0.67,0.02,-0.93,-23.89195053
1.22,-7.96,21.73,0.67,0.02,-0.93,23.17418607
10.71,-21.73,19.59,0.67,0.02,-0.93,31.15549871
-20.81,51.73,37.03,0.67,0.02,-0.93,66.93481829
28.16,13.77,34.89,0.67,0.02,-0.93,46.90320458
-24.49,12.24,49.28,0.67,0.02,-0.93,56.3746051
13.16,-11.94,15.61,0.67,0.02,-0.93,23.6520887
20.81,-4.59,-23.57,0.67,0.02,-0.93,-31.77529071
62.13,-70.09,15,0.67,0.02,-0.93,94.85644417
15.92,14.69,56.93,0.67,0.02,-0.93,60.91196434
0,63.36,58.15,0.67,0.02,-0.93,85.99948895
9.49,-22.34,15.3,0.67,0.02,-0.93,28.69191001
0.61,33.67,37.03,0.67,0.02,-0.93,50.05259134
28.46,-13.47,5.82,0.67,0.02,-0.93,32.02007027
17.45,19.59,-30.91,0.67,0.02,-0.93,40.54255419
10.71,-15,20.51,0.67,0.02,-0.93,27.57470217
-3.37,48.36,69.48,0.43,0.01,-0.79,84.72022722
21.12,-3.98,40.71,0.43,0.01,-0.79,46.03475752
0,84.48,140.79,0.43,0.01,-0.79,164.1910305
11.32,-10.41,52.95,0.43,0.01,-0.79,55.13812656
-13.77,66.11,124.27,0.43,0.01,-0.79,141.4325914
22.34,15.61,21.73,0.43,0.01,-0.79,34.85599805
14.08,-30.61,-26.02,0.43,0.01,-0.79,-42.57063424
1.22,-2.45,-12.86,0.43,0.01,-0.79,-13.14802267
4.29,-32.44,-3.67,0.43,0.01,-0.79,-32.92759633
3.67,35.2,73.15,0.31,0.01,-0.64,81.26150011
16.22,-53.26,5.51,0.31,0.01,-0.64,-55.94708303
10.41,22.34,9.79,0.31,0.01,-0.64,26.5195739
5.2,-34.28,-22.65,0.31,0.01,-0.64,-41.41474254
7.65,51.42,-13.47,0.31,0.01,-0.64,53.70269826
1.84,-44.69,-25.4,0.26,0.02,-0.58,-51.43677381
19.89,53.87,71.31,0.26,0.02,-0.58,91.55711387
9.18,-7.35,3.67,0.26,0.02,-0.58,12.31924511
6.43,5.51,40.4,0.26,0.02,-0.58,41.27789966
7.04,-34.28,4.9,0.26,0.02,-0.58,-35.33680801
21.73,26.02,71.01,0.26,0.02,-0.58,78.68705993
2.75,-32.75,1.22,0.26,0.02,-0.58,-32.88789139
8.57,-20.2,21.43,0.26,0.02,-0.58,30.67131885
9.18,-12.86,0.61,0.26,0.02,-0.58,-15.81215039
5.82,-8.88,8.26,0.21,0.02,-0.49,13.45192923
7.04,4.59,36.73,0.21,0.02,-0.49,37.67920647
6.12,4.59,10.71,0.21,0.02,-0.49,13.16155766
5.51,5.2,15.92,0.21,0.02,-0.49,17.63083946
6.73,-6.73,21.73,0.21,0.02,-0.49,23.72295724
6.73,-18.98,7.35,0.17,0.02,-0.44,-21.43725262
8.57,-16.22,9.18,0.17,0.02,-0.44,20.51354918
8.88,12.24,26.93,0.17,0.02,-0.44,30.88522138
9.49,-11.32,9.49,0.11,0.01,-0.36,17.55740869
7.04,-12.55,9.49,0.11,0.01,-0.36,17.23729097
7.35,-4.59,15.92,0.11,0.01,-0.36,18.12558965
7.65,15.92,30,0.11,0.01,-0.36,34.81334371
7.96,-10.1,13.47,0.05,0,-0.27,18.62290257
8.88,-3.98,20.2,0.05,0,-0.27,22.42174837
7.96,-8.88,12.86,0.05,0,-0.27,17.53840358
7.96,-1.84,17.45,0.05,0,-0.27,19.26784108
7.65,-8.26,13.16,0.05,0,-0.27,17.3186518
7.96,-6.73,15.3,0.05,0,-0.27,18.51336004
8.26,0.61,19.28,0.05,0,-0.27,20.983758
8.26,-3.98,15,0.05,0,-0.27,17.58032992
7.65,-7.04,12.55,0,-0.01,-0.18,16.29682791
7.96,-6.12,14.69,0,-0.01,-0.18,17.79359716
7.96,-1.53,16.53,0,-0.01,-0.18,18.41041553
8.26,-4.29,14.39,-0.04,0,-0.11,17.13778866
7.65,-12.24,9.79,-0.04,0,-0.11,17.44087727
7.35,-6.43,15,-0.04,0,-0.11,17.89881002
8.26,-2.75,15.61,-0.04,0,-0.11,17.87350553
8.26,-7.65,14.08,-0.04,0,-0.11,18.0276593
8.26,-5.2,14.39,-0.04,0,-0.11,17.38791822
8.26,-4.9,14.39,-0.04,0,-0.11,17.30056935
8.26,-1.84,15.61,-0.04,0,-0.11,17.75627495
6.73,3.98,12.55,-0.04,0,-0.11,14.78633829
7.65,-15.92,7.96,-0.04,0,-0.11,-19.37344832
6.73,-10.1,17.45,-0.04,0,-0.11,21.25571453
9.49,14.69,15,-0.04,0,-0.11,23.04031684
9.18,-15.92,9.79,-0.04,0,-0.11,20.82217328
8.57,-24.18,11.63,-0.19,0.01,0.2,-28.16689901
8.26,-24.18,1.22,-0.19,0.01,0.2,-25.5810164
4.59,-4.29,10.41,-0.19,0.01,0.2,12.15895966
14.08,-10.1,3.37,-0.26,0.01,0.33,17.65257205
9.49,-17.45,15.61,-0.26,0.01,0.33,25.26330738
8.57,12.86,33.36,-0.26,0.01,0.33,36.76566469
11.02,10.1,28.77,-0.26,0.01,0.33,32.42164863
6.43,14.39,18.06,-0.26,0.01,0.33,23.97041093
6.12,-6.12,9.79,-0.26,0.01,0.33,13.06724531
3.06,29.08,27.55,-0.26,0.01,0.33,40.17477442
7.04,-32.75,11.94,-0.26,0.01,0.33,-35.56244789
4.59,17.75,39.18,0,0,0,43.25740399
10.1,17.75,5.82,0,0,0,21.23546326
8.26,-22.34,4.9,0,0,0,-24.31693237
11.02,-26.93,-1.84,0,0,0,-29.15563239
4.29,-62.44,3.37,0,0,0,-62.67786372
16.83,39.18,9.18,0,0,0,43.61873107
4.29,-73.46,11.02,0,0,0,-74.40575314
29.08,57.24,9.79,0,0,0,64.94542401
12.24,-24.49,-15.61,-0.44,0.01,0.66,-31.51586585
7.65,58.15,33.97,-0.44,0.01,0.66,67.77835864
9.79,-53.26,-10.1,-0.44,0.01,0.66,-55.08612983
17.14,-7.35,18.98,-0.44,0.01,0.66,26.609068
13.47,-56.01,15.61,-0.44,0.01,0.66,-59.68444605
21.12,-18.98,33.06,-0.44,0.01,0.66,43.58048187
11.94,21.43,16.53,-0.44,0.01,0.66,29.58123392
2.75,30.61,24.79,-0.44,0.01,0.66,39.48517063
-2.45,-37.65,7.96,-0.44,0.01,0.66,-38.56016857
5.51,20.81,3.98,-0.6,-0.01,0.86,21.89193002
13.47,6.73,14.08,-0.6,-0.01,0.86,20.6150479
10.41,0.31,13.47,-0.6,-0.01,0.86,17.02659978
29.38,-30.91,18.98,-0.6,-0.01,0.86,46.67818441
11.32,-8.26,25.71,-0.6,-0.01,0.86,29.28095115
24.49,0,32.44,-0.6,-0.01,0.86,40.64620154
18.06,8.88,18.36,-0.6,-0.01,0.86,27.24165193
11.63,9.18,11.94,-0.6,-0.01,0.86,19.02873879
15.3,-3.67,9.79,-0.68,-0.01,0.94,18.53113596
23.57,-10.41,11.32,-0.68,-0.01,0.94,28.14347882
17.14,-37.03,10.71,-0.68,-0.01,0.94,-42.18654525
15.92,-73.76,7.04,-0.68,-0.01,0.94,-75.78618344
21.73,34.28,20.51,-0.68,-0.01,0.94,45.47495355
14.08,5.82,15,-0.68,-0.01,0.94,21.38033676
26.63,3.98,13.16,-0.68,-0.01,0.94,29.9696997
28.46,-86.62,-16.22,-0.74,0,1.01,-92.60715091
8.57,-30.3,14.39,-0.74,0,1.01,-34.62090409
8.88,77.13,18.36,-0.74,0,1.01,79.7808304
15.61,5.51,41.93,-0.74,0,1.01,45.07945319
33.67,-40.4,20.81,-0.74,0,1.01,56.55868634
2.75,-20.81,1.22,-0.74,0,1.01,-21.02634062
12.24,-10.41,8.57,-0.74,0,1.01,18.21072761
-13.16,81.72,6.73,-0.82,0.01,1.07,83.04599268
32.44,-156.71,13.77,-0.82,0.01,1.07,-160.6237548
-1.84,-26.93,-26.32,-0.82,0.01,1.07,-37.70083421
17.45,-47.44,-14.08,-0.82,0.01,1.07,-52.47192106
-6.12,50.2,-11.32,-0.82,0.01,1.07,51.82312997
13.16,-46.83,2.45,-0.82,0.01,1.07,-48.70561569
11.32,-27.55,9.49,-1,0,1.16,-31.26027831
9.49,-2.14,12.24,-1,0,1.16,15.63513032
11.32,-18.67,13.16,-1,0,1.16,25.49307553
156.4,20.2,124.57,-1,0,1.16,200.9643871
10.41,-48.05,46.83,-1,0,1.16,67.89859719
7.65,9.79,-25.4,-1.04,0.05,1.21,-28.2759014
12.24,-30.3,-22.04,-1.04,0.05,1.21,-39.41661071
13.16,-19.59,-2.45,-1.04,0.05,1.21,-23.72669804
12.86,-14.39,-7.35,-1.04,0.05,1.21,-20.65125178
11.94,-36.42,15.92,-1.04,0.05,1.21,-41.50212525
11.94,62.44,14.69,-1.13,0.02,1.24,65.24655776
-6.12,-25.1,2.45,-1.13,0.02,1.24,-25.95124082
44.07,122.12,32.44,-1.13,0.02,1.24,133.8200766
24.49,-64.89,4.9,-1.13,0.02,1.24,-69.53044082
11.63,-20.81,-22.65,0,0,0,-32.88366616
14.39,-38.87,-22.96,-1.37,-0.01,1.23,-47.38259807
12.24,-43.16,4.9,-1.37,-0.01,1.23,-45.12885108
-7.04,156.4,110.49,-1.37,-0.01,1.23,191.6208801
18.98,121.82,37.65,-1.37,-0.01,1.23,128.9103382
50.81,-64.58,-6.43,-1.37,-0.01,1.23,-82.42316058
34.28,3.06,-12.55,-1.37,-0.01,1.23,36.63310661
26.02,-46.22,7.35,-1.37,-0.01,1.23,-53.54765448
19.28,-57.24,-31.83,-1.37,-0.01,1.23,-68.27360324
-13.16,-17.14,-27.24,-1.37,-0.01,1.23,-34.77042997
19.28,4.29,-1.22,-1.37,-0.01,1.23,19.78916117
14.69,-29.08,-14.08,-1.45,-0.04,1.19,-35.4920963
0.31,62.74,-17.45,-1.45,-0.04,1.19,65.12224044
57.24,-106.21,-10.71,-1.45,-0.04,1.19,-121.1267345
12.86,-16.83,-43.77,-1.45,-0.04,1.19,-48.62552211
20.51,18.06,18.67,-1.45,-0.04,1.19,33.09671585
30.91,-80.5,39.18,-1.48,-0.04,1.17,-94.71404595
11.94,-88.45,-56.01,-1.48,-0.04,1.17,-105.371183
5.51,12.24,12.24,-1.48,-0.04,1.17,18.16577276
12.55,-18.98,-11.02,-1.59,-0.04,1.16,-25.28207468
31.83,66.11,41.63,-1.59,-0.04,1.16,84.36076043
18.06,-4.9,15.92,-1.59,-0.04,1.16,24.56867925
14.39,-35.5,-1.84,-1.59,-0.04,1.16,-38.34980704
38.57,-52.95,26.02,-1.59,-0.04,1.16,70.48679167
21.12,-6.12,9.18,-1.59,-0.04,1.16,23.82815981
21.12,-24.79,14.69,-1.59,-0.04,1.16,35.72666511
6.43,-78.05,-79.58,-1.59,-0.04,1.16,-111.6517971
3.98,-11.94,-68.25,-1.75,-0.06,1.05,-69.40076729
20.2,-5.82,10.41,-1.75,-0.06,1.05,23.45805832
6.43,78.05,36.12,-1.75,-0.06,1.05,86.24269128
20.2,-26.02,3.37,-1.75,-0.06,1.05,-33.11249462
44.99,59.07,53.87,-1.75,-0.06,1.05,91.73517264
21.12,-30.61,-43.77,-1.75,-0.06,1.05,-57.43552385
14.39,-16.83,17.45,-1.75,-0.06,1.05,28.19261428
14.69,-50.81,-6.12,-1.75,-0.06,1.05,-53.24384096
19.89,-15.92,13.47,-1.75,-0.06,1.05,28.81838649
13.77,-28.46,4.29,-1.76,-0.06,1.06,-31.90593362
18.67,17.14,-26.32,-1.76,-0.06,1.06,36.53889571
17.14,-12.24,-11.94,-1.76,-0.06,1.06,-24.21075794
16.22,-12.86,-8.88,-1.76,-0.06,1.06,-22.5238185
16.53,-7.65,-6.12,-1.76,-0.06,1.06,19.21504098
156.4,156.4,156.4,-1.76,-0.06,1.06,270.8927463
-9.79,3.67,39.18,-1.88,-0.02,0.96,40.55102218
19.89,41.01,46.22,-1.88,-0.02,0.96,64.9131774
11.02,-13.47,0,-1.88,-0.02,0.96,-17.40348528
48.36,156.4,147.53,-1.88,-0.02,0.96,220.3741149
25.1,-39.48,39.18,-1.88,-0.02,0.96,61.02255976
-2.45,-4.59,-33.67,-1.95,0,0.89,-34.06962724
15.61,-82.95,-29.69,-1.95,0,0.89,-89.47553129
2.14,-62.74,-58.77,-1.95,0,0.89,-85.99302355
27.85,-38.87,-20.51,-2.05,-0.03,0.85,-52.03037094
-1.84,-24.49,-14.69,-2.05,-0.03,0.85,-28.61715919
18.06,-7.04,-2.45,-2.05,-0.03,0.85,19.537853
15.92,-36.12,-0.92,-2.05,-0.03,0.85,-39.48350542
13.16,48.36,-15,-2.05,-0.03,0.85,52.31515268
17.45,0.61,6.73,-2.05,-0.03,0.85,18.71276302
14.69,6.12,-18.36,-2.01,0.08,0.79,24.29691544
24.49,23.57,11.32,-2.01,0.08,0.79,35.82523412
127.33,156.4,28.46,-2.01,0.08,0.79,203.6758712
-6.43,156.4,50.5,-2.01,0.08,0.79,164.476609
18.06,-6.12,-122.43,-2.01,0.08,0.79,-123.9061052
13.77,14.69,26.02,-2.01,0.08,0.79,32.90059878
44.69,-39.79,-20.81,-2.01,0.05,0.71,-63.35216097
14.39,-13.47,-61.83,-2.01,0.05,0.71,-64.89577721
12.24,-18.98,-37.95,-2.01,0.05,0.71,-44.16175381
14.08,-33.06,-14.08,-2.01,0.05,0.71,-38.59347613
16.83,-26.93,-11.94,-2.01,0.05,0.71,-33.9269421
8.57,-29.08,-12.24,-2.11,-0.01,0.59,-32.69417226
15.92,-7.65,-16.83,-2.13,0.01,0.52,-24.39708589
16.83,-17.45,-11.02,-2.13,0.01,0.52,-26.63065527
15.3,-12.55,-9.49,-2.13,0.01,0.52,-21.94658516
16.53,-4.9,-7.35,-2.13,0.01,0.52,18.74228908
16.83,-2.14,-10.1,-2.13,0.01,0.52,19.7443283
17.14,3.67,1.53,-2.13,0.01,0.52,17.59515274
-49.58,57.85,60.6,-2.13,0.01,0.52,97.35070056
18.67,2.14,18.67,-2.13,0.01,0.52,26.48994904
16.53,20.81,11.63,-2.13,0.01,0.52,29.00954843
14.08,-25.1,-3.37,-2.13,0.01,0.52,-28.97608152
29.08,32.75,47.75,-2.14,0,0.44,64.79406917
15.61,-13.47,5.82,-2.14,0,0.44,21.42394455
18.98,-66.42,-16.53,-2.18,-0.05,0.29,-71.02885118
14.08,-15.92,1.53,-2.18,-0.05,0.29,-21.30806655
-37.34,156.4,39.18,-2.18,-0.05,0.29,165.5001752
31.53,41.93,34.28,-2.18,-0.05,0.29,62.66884553
8.88,30.3,5.82,-2.18,-0.05,0.29,32.10633582
8.57,-36.12,-12.86,-2.18,-0.05,0.29,-39.28713403
15.61,156.4,45.3,-2.18,-0.05,0.29,163.5748211
-7.35,-32.75,116,-2.18,-0.05,0.29,120.7583745
27.55,-17.14,30.3,-2.15,-0.01,0.19,44.39450529
-4.59,1.22,20.2,-2.15,-0.01,0.19,20.75081926
5.2,55.71,15,-2.15,-0.01,0.19,57.92792159
7.96,-31.83,-4.59,-2.15,-0.01,0.19,-33.12972381
13.77,-7.96,-35.5,-2.09,0.07,0.17,-38.90018637
13.47,39.79,3.06,-2.09,0.07,0.17,42.11945631
-65.19,156.4,41.01,-2.09,0.07,0.17,174.3344952
18.06,-17.14,-6.43,-2.09,0.07,0.17,-25.71552255
6.43,4.9,-5.51,-2.09,0.07,0.17,9.783404315
15.3,-12.55,-12.55,-2.09,0.07,0.17,-23.43277619
17.14,2.14,-4.9,-2.09,0.07,0.17,17.95464285
14.69,0,-4.9,-2.09,0.07,0.17,15.48567402
15.61,0.61,-6.12,-2.09,0.07,0.17,16.77792001
16.83,3.37,2.14,-2.09,0.07,0.17,17.29697661
15,0.92,1.22,-2.03,0.07,-0.1,15.07762581
8.26,18.06,-6.73,-2.03,0.07,-0.1,20.96864564
20.81,27.55,3.98,-2.03,0.07,-0.1,34.75484139
-4.29,-24.18,-11.94,-2.03,0.07,-0.1,-27.30641134
13.77,-13.47,-0.92,-2.03,0.07,-0.1,-19.28471415
-8.26,-89.68,-78.05,-2.03,0.07,-0.1,-119.1743785
5.82,22.96,-44.38,-2.03,0.07,-0.1,-50.30525221
18.06,-16.83,-1.22,-2.03,0.07,-0.1,24.71640953
15.61,-10.1,-18.06,-2.03,0.07,-0.1,-25.9199865
15,-12.55,-24.49,-2.03,0.07,-0.1,-31.3410689
20.2,-16.53,-22.04,0,0,0,-34.16200375
12.55,-8.57,-19.59,0,0,0,-24.7934568
-46.22,156.4,87.84,0,0,0,185.2379929
31.53,48.05,38.26,0,0,0,69.04180618
21.73,33.06,4.29,0,0,0,39.79397693
16.22,-42.85,0.31,0,0,0,-45.81819508
-9.49,156.4,54.48,0,0,0,165.8887896
1.22,-156.71,-33.36,0,0,0,-160.2260968
10.71,-25.71,-29.69,-2.05,0.03,-0.31,-40.70877424
15.3,-23.26,-63.97,-2.05,0.03,-0.31,-69.7658835
32.14,32.75,-34.59,-2.05,0.03,-0.31,57.46312035
17.75,-32.75,-2.14,-2.05,0.03,-0.31,-37.31225804
13.77,-11.94,10.1,-1.96,0.03,-0.43,20.83714232
16.83,-7.35,-5.2,-1.96,0.03,-0.43,19.08694318
16.53,-10.41,-9.49,-1.96,0.03,-0.43,-21.71794419
17.14,-7.96,-5.82,-1.96,0.03,-0.43,19.77406382
17.14,13.47,7.65,-1.96,0.03,-0.43,23.10287861
-32.75,-156.71,-35.5,-1.99,0.08,-0.42,-163.9842572
14.39,-4.59,-6.12,-1.99,0.08,-0.42,16.29707336
16.22,-13.77,-20.2,-1.99,0.08,-0.42,-29.33839293
132.84,84.78,105.9,-1.99,0.08,-0.42,189.8655419
28.77,39.79,37.95,-1.99,0.08,-0.42,62.05771104
29.38,14.39,12.55,-1.88,0.08,-0.47,35.03939212
9.18,0,-26.32,-1.88,0.08,-0.47,-27.8749852
19.28,-37.34,-34.28,-1.88,0.08,-0.47,-54.23202375
17.14,-18.36,-47.44,-1.88,0.08,-0.47,-53.67888598
14.39,-18.06,-26.32,-1.81,0.03,-0.66,-35.01397007
17.45,-20.51,-23.87,-1.81,0.03,-0.66,-35.98526782
14.69,-14.08,-22.65,-1.78,0.06,-0.68,-30.44774212
14.08,-3.06,-11.63,-1.78,0.06,-0.68,-18.51666547
13.16,-2.45,-2.14,-1.78,0.06,-0.68,13.55609457
14.08,-4.59,2.14,-1.78,0.06,-0.68,14.96309126
71.01,156.4,119.98,-1.78,0.06,-0.68,209.5198809
-1.84,-53.26,0.61,-1.78,0.06,-0.68,-53.29526527
37.34,41.01,28.16,-1.78,0.06,-0.68,62.20193968
6.43,-16.53,-66.42,-1.76,0.06,-0.72,-68.74737959
14.08,-14.69,-19.28,-1.76,0.06,-0.72,-28.03142701
12.24,-22.96,-29.38,-1.76,0.06,-0.72,-39.24491814
11.94,-35.81,-23.26,-1.76,0.06,-0.72,-44.33900427
18.67,-23.87,-18.67,-1.76,0.06,-0.72,-35.59374524
14.69,-20.51,-24.49,-1.76,0.06,-0.72,-35.15986775
156.4,-63.97,89.99,-1.76,0.06,-0.72,191.4453473
7.35,-5.51,5.2,-1.76,0.06,-0.72,10.55569041
-13.16,156.4,34.28,-1.76,0.06,-0.72,160.652619
19.28,-10.71,-45.3,-1.76,0.06,-0.72,-50.3836531
22.65,12.55,30.3,-1.69,0.02,-0.86,39.85743343
16.22,-59.99,-11.94,-1.69,0.02,-0.86,-63.28074036
0.31,-63.66,-92.74,-1.69,0.02,-0.86,-112.4873295
4.9,34.28,-1.84,-1.53,0.01,-0.92,34.67728363
33.06,57.85,72.23,-1.53,0.01,-0.92,98.2688099
-67.64,156.4,153.34,-1.53,0.01,-0.92,229.2363086
-5.82,-23.26,-33.36,-1.53,0.01,-0.92,-41.08271656
9.49,-0.92,-26.32,-1.53,0.01,-0.92,-27.99372966
18.98,-17.75,-14.39,-1.53,0.01,-0.92,-29.70479759
33.97,-13.77,6.12,-1.53,0.01,-0.92,37.16218777
12.55,2.45,-2.14,-1.53,0.01,-0.92,12.9647445
10.1,-8.88,-15.61,-1.53,0.01,-0.92,-20.60428354
5.51,35.81,31.53,-1.45,0.01,-0.96,48.02975224
-26.93,-81.42,-51.42,-1.45,0.01,-0.96,-99.9922882
11.63,-11.94,-53.26,-1.45,0.01,-0.96,-55.80724057
16.22,88.45,-41.32,-1.45,0.01,-0.96,98.96379793
40.71,9.18,7.65,-1.38,0.01,-0.99,42.42757358
12.24,0.31,-14.39,-1.38,0.01,-0.99,-18.89406785
29.69,3.37,43.46,-1.38,0.01,-0.99,52.7411092
11.32,10.41,-10.71,-1.38,0.01,-0.99,18.74072037
9.49,-13.47,26.32,-1.38,0.01,-0.99,31.05226884
20.81,7.96,-15.61,-1.38,0.01,-0.99,27.20459152
33.97,30,40.4,-1.38,0.01,-0.99,60.71343262
11.94,-41.93,-78.05,-1.38,0.01,-0.99,-89.40073266
12.24,-20.81,-50.81,-1.38,0.01,-0.99,-56.25415362
12.24,-4.9,-26.93,-1.38,0.01,-0.99,-29.98420417
7.35,-17.75,-30.61,-1.24,-0.03,-1.07,-36.139412
20.81,-41.63,-19.28,-1.24,-0.03,-1.07,-50.37689351
14.08,-17.45,-16.53,-1.18,0.02,-1.08,-27.85659347
6.12,8.57,6.43,-1.18,0.02,-1.08,12.33872765
45.3,156.4,25.1,-1.18,0.02,-1.08,164.7515099
-22.96,-5.2,-72.85,-1.18,0.02,-1.08,-76.55928487
2.14,71.31,-18.67,-1.18,0.02,-1.08,73.74459031
13.47,31.53,47.75,-1.18,0.02,-1.08,58.78472846
16.83,-23.26,-45.3,-1.18,0.02,-1.08,-53.63176764
18.06,35.81,-33.67,-1.18,0.02,-1.08,52.36591067
9.18,-17.45,-10.71,-1.18,0.02,-1.08,-22.43833773
32.75,23.26,24.79,-1.11,0.01,-1.15,47.20311642
19.28,-17.14,-22.04,-1.11,0.01,-1.15,-33.93021662
45.3,-48.36,-3.67,-1.11,0.01,-1.15,-66.36451235
15.61,-17.75,-33.97,-1.11,0.01,-1.15,-41.38472544
4.9,102.84,146.91,-1.07,0.02,-1.14,179.3951607
10.71,33.97,59.68,-1.07,0.02,-1.14,69.5008446
14.69,-15,-69.17,-1.07,0.02,-1.14,-72.28613283
12.55,-156.71,-44.38,-0.99,0.02,-1.18,-163.3557804
9.79,-15.61,-85.7,-0.99,0.02,-1.18,-87.65846337
15.3,-10.1,-26.63,-0.99,0.02,-1.18,-32.33043303
-3.67,-26.02,-49.28,-0.99,0.02,-1.18,-55.84825602
31.22,-14.08,7.35,-0.99,0.02,-1.18,35.02795027
9.49,-12.24,-56.62,-0.99,0.02,-1.18,-58.70010307
19.28,-19.28,-39.48,-0.99,0.02,-1.18,-47.98027928
15.92,-0.31,-17.14,-0.99,0.02,-1.18,-23.39491611
14.69,-15.61,-5.51,-0.92,0.08,-1.18,-22.13206497
11.63,6.73,-2.14,-0.94,0.13,-1.08,13.60622652
12.86,4.59,9.79,-0.94,0.13,-1.08,16.8015416
156.4,-49.28,156.4,-0.94,0.13,-1.08,226.6063512
21.73,44.69,-58.15,-0.94,0.13,-1.08,76.49059746
13.47,2.14,-22.34,-0.94,0.13,-1.08,-26.17434049
