ADXL-X,ADXL-Y,ADXL-Z,VELO-X,VELO-Y,VELO-Z,DFT321
1.22,7.04,-41.01,0.85,0.02,1.02,-41.62775637
10.41,-20.2,53.56,0.85,0.02,1.02,58.18145495
9.49,-0.92,33.06,0.85,0.02,1.02,34.40741345
14.08,-0.61,15.92,0.89,-0.02,0.91,21.26181789
-6.73,-18.06,38.26,0.89,-0.02,0.91,42.84021592
3.06,-30.91,-7.96,0.89,-0.02,0.91,-32.06482964
13.77,-20.81,17.75,0.89,-0.02,0.91,30.62240193
18.36,29.08,20.81,0.89,-0.02,0.91,40.19691655
17.45,0.92,88.45,0.89,-0.02,0.91,90.15958851
30,18.36,92.13,0.89,-0.02,0.91,98.61554898
10.71,10.41,36.12,0.94,-0.01,0.79,39.08614332
10.1,-0.61,-14.69,0.94,-0.01,0.79,-17.83755028
-11.94,12.24,64.58,0.94,-0.01,0.79,66.80537104
1.22,14.39,36.73,0.94,-0.01,0.79,39.46711796
-2.45,-22.65,-30,0.94,-0.01,0.79,-37.66994823
15,-33.67,-10.41,0.94,-0.01,0.79,-38.30191901
12.86,3.98,3.67,0.94,-0.01,0.79,13.95309643
19.59,11.32,29.38,0.94,-0.01,0.79,37.08227204
6.43,0.92,17.75,0.94,-0.01,0.79,18.90115869
-16.22,-6.12,69.78,0.94,-0.01,0.79,71.90126007
6.12,-11.02,-4.59,0.94,-0.01,0.79,-13.41502516
15,9.18,1.22,0.93,-0.01,0.69,17.62840889
28.46,33.36,0.92,0.93,-0.01,0.69,43.8600912
18.67,2.14,-21.12,0.93,-0.01,0.69,-28.27017687
1.53,-15.61,44.38,0.93,-0.01,0.69,47.07013278
18.06,1.84,30.91,0.93,-0.01,0.69,35.84658003
15.3,0,19.89,0.92,-0.01,0.69,25.09386578
0.31,18.36,35.81,0.91,-0.03,0.55,40.24353116
7.96,-5.51,-2.75,0.91,-0.03,0.55,-10.06400517
35.2,-4.9,7.35,0.91,-0.03,0.55,36.29149349
-7.96,59.07,5.51,0.91,-0.03,0.55,59.85805376
6.73,-7.35,26.02,0.91,-0.03,0.55,27.86316206
37.95,13.47,29.69,0.91,-0.03,0.55,50.03138515
20.2,9.49,-4.59,0.91,-0.03,0.55,22.78526278
0.61,-8.26,-19.89,0.91,-0.03,0.55,-21.54557495
9.18,-10.41,32.44,0.88,-0.02,0.51,35.28447392
4.9,-7.65,-10.41,0.88,-0.02,0.51,-13.81667833
7.35,14.39,4.9,0.88,-0.02,0.51,16.88504072
0.61,-6.12,-6.12,0.88,-0.02,0.51,-8.67645665
10.41,-3.67,26.02,0.88,-0.02,0.51,28.26441933
25.71,18.98,-21.12,0.88,-0.02,0.51,38.30533775
15,-4.9,7.96,0.88,-0.02,0.51,17.67403746
8.88,7.65,35.81,0.88,-0.02,0.51,37.67934447
14.69,-27.55,7.35,0.88,-0.02,0.51,-32.07524123
7.35,15.92,-8.26,0.84,-0.02,0.45,19.38289194
20.2,3.06,5.82,0.84,-0.02,0.45,21.24325775
10.41,-11.94,38.87,0.84,-0.02,0.45,41.9739038
17.75,-6.12,-29.38,0.84,-0.02,0.45,-34.86690838
3.37,-39.79,-53.87,0.81,-0.03,0.41,-67.05652765
-3.37,-12.86,-44.38,0.81,-0.03,0.41,-46.32840274
-16.83,-4.9,77.44,0.81,-0.03,0.41,79.39907115
27.85,15.3,13.16,0.81,-0.03,0.41,34.39328568
8.88,-6.73,-11.02,0.81,-0.03,0.41,-15.67123799
15.92,-15,-3.67,0.77,-0.01,0.37,-22.17916365
8.26,-1.84,9.49,0.77,-0.01,0.37,12.7150816
14.39,-17.45,18.06,0.77,-0.01,0.37,28.94370743
5.82,-4.59,12.24,0.77,-0.01,0.37,14.30937106
0,8.57,64.89,0.74,0,0.35,65.45347202
8.26,-5.2,17.14,0.74,0,0.35,19.72427945
12.24,-12.86,-15.61,0.74,0,0.35,-23.64041666
7.65,-15,-24.49,0.74,0,0.35,-29.72007066
-7.96,44.69,88.45,0.74,0,0.35,99.41810801
6.73,-6.73,78.35,0.74,0,0.35,78.92596721
8.26,-4.29,-16.22,0.74,0,0.35,-18.7008048
11.94,-15,-18.36,0.69,-0.01,0.3,-26.54530467
6.73,-15.92,11.63,0.69,-0.01,0.3,20.83257545
6.73,-3.37,22.96,0.69,-0.01,0.3,24.16218947
5.51,-3.37,-4.9,0.69,-0.01,0.3,-8.107219005
0.61,34.89,56.32,0.69,-0.01,0.3,66.25425722
2.75,-14.39,-17.75,0.69,-0.01,0.3,-23.01514936
34.89,7.04,2.45,0.69,-0.01,0.3,35.6773906
4.59,-18.98,-34.59,0.69,-0.01,0.3,-39.72123613
-1.22,-22.96,-11.63,0.63,-0.01,0.26,-25.7663909
0,-26.63,-7.35,0.63,-0.01,0.26,-27.6257018
18.36,-15.3,14.69,0.63,-0.01,0.26,28.05308717
0.61,-25.71,-56.01,0.63,-0.01,0.26,-61.63194221
-21.43,-2.75,31.53,0.63,-0.01,0.26,38.22235341
6.43,-11.94,3.98,0.53,0,0.21,-14.13325511
4.29,-1.22,38.87,0.53,0,0.21,39.12504824
4.29,-12.55,-10.1,0.53,0,0.21,-16.67083081
10.41,-20.81,1.84,0.46,0.01,0.19,-23.34116107
5.82,-7.04,11.94,0.46,0.01,0.19,15.03321656
3.37,-11.94,-3.67,0.46,0.01,0.19,-12.93790555
7.35,2.14,38.87,0.46,0.01,0.19,39.61665054
7.96,-0.31,36.42,0.46,0.01,0.19,37.28101528
7.35,-16.83,-11.32,0.46,0.01,0.19,-21.57345128
3.67,13.77,44.07,0.46,0.01,0.19,46.31680796
4.9,-13.16,-9.79,0.46,0.01,0.19,-17.11840238
4.59,1.53,19.89,0.46,0.01,0.19,20.47000489
10.71,3.06,20.81,0.41,0.02,0.17,23.60347008
6.12,-14.08,-9.18,0.41,0.02,0.17,-17.88779472
7.35,-7.96,22.34,0.41,0.02,0.17,24.82860649
7.04,-5.2,6.73,0.41,0.02,0.17,11.04058422
9.79,0.92,28.16,0.41,0.02,0.17,29.82743871
6.12,-15,-10.71,0.27,0.03,0.11,-19.42056899
9.79,2.14,27.85,0.27,0.03,0.11,29.59807764
6.73,-12.86,0.61,0.27,0.03,0.11,-14.52737416
7.35,-3.06,21.43,0.27,0.03,0.11,22.86112421
6.73,-10.41,4.59,0.27,0.03,0.11,13.21851353
7.04,-8.88,7.96,0.27,0.03,0.11,13.84837897
7.04,-4.59,15.92,0.27,0.03,0.11,18.00211376
7.65,-7.35,12.24,0.27,0.03,0.11,16.19761093
6.73,-11.94,8.88,0.27,0.03,0.11,16.33128593
6.12,-10.71,7.96,0.27,0.03,0.11,14.68060285
7.04,-3.98,12.86,0.27,0.03,0.11,15.19149762
7.04,-8.88,9.79,0.27,0.03,0.11,14.97531636
7.04,-9.49,9.49,0.27,0.03,0.11,15.15525651
7.04,-8.26,10.1,0.27,0.03,0.11,14.82562646
7.04,-6.73,9.79,0.27,0.03,0.11,13.80936639
6.73,-7.35,9.79,0.27,0.03,0.11,13.96994989
6.12,-7.04,9.79,0.07,0.02,0.03,13.52257742
6.73,-5.51,10.71,0.07,0.02,0.03,13.79699605
7.04,-7.04,9.79,0.07,0.02,0.03,13.96306915
7.04,-9.18,8.26,0.07,0.02,0.03,14.21483732
6.73,-8.57,8.88,0.07,0.02,0.03,14.05674927
7.04,-5.51,13.16,0.07,0.02,0.03,15.90934631
7.35,-4.29,15.61,0.07,0.02,0.03,17.77916477
6.73,-10.41,7.96,0.07,0.02,0.03,14.73168694
6.73,-7.35,7.96,0.07,0.02,0.03,12.75448941
8.57,-5.2,9.18,0.07,0.02,0.03,13.59254575
7.35,-11.63,9.79,0.01,0.03,0.01,16.88560037
9.18,-0.61,13.47,0.01,0.03,0.01,16.31212433
7.35,-18.98,1.22,0.01,0.03,0.01,-20.38998038
7.65,-2.45,14.39,-0.12,0.04,-0.02,16.48020328
7.04,-12.86,8.57,-0.12,0.04,-0.02,16.98193452
10.41,-1.84,14.69,-0.12,0.04,-0.02,18.09833694
7.35,-7.04,9.49,-0.12,0.04,-0.02,13.91560994
7.65,-21.73,-4.59,-0.12,0.04,-0.02,-23.49007237
8.26,-20.2,5.51,-0.12,0.04,-0.02,-22.50839177
9.18,-18.06,5.82,-0.12,0.04,-0.02,-21.07862424
19.28,-16.22,7.35,-0.12,0.04,-0.02,26.24555772
8.26,-15.61,-6.73,-0.12,0.04,-0.02,-18.89953968
6.43,-34.89,-15.92,-0.12,0.04,-0.02,-38.88577375
9.18,-32.14,-15.3,-0.12,0.04,-0.02,-36.76060391
11.32,-9.18,26.02,-0.19,0.05,-0.04,29.82373551
16.22,-0.31,11.63,-0.19,0.05,-0.04,19.96099697
8.26,-20.2,-9.49,-0.36,0.05,-0.13,-23.79764064
6.73,-14.69,15.92,-0.36,0.05,-0.13,22.68337277
11.32,19.89,58.46,-0.36,0.05,-0.13,62.77998168
8.26,31.22,26.02,-0.36,0.05,-0.13,41.47235706
8.88,-3.67,14.39,-0.36,0.05,-0.13,17.30304597
4.29,-26.63,1.84,-0.36,0.05,-0.13,-27.03602412
6.73,-30.91,-9.49,-0.36,0.05,-0.13,-33.02697534
4.59,-88.76,-44.07,-0.45,0.04,-0.18,-99.20469041
-4.9,65.19,88.76,-0.45,0.04,-0.18,110.2364899
15.92,-56.93,-30.91,-0.45,0.04,-0.18,-66.70756629
11.94,20.81,42.85,-0.45,0.04,-0.18,49.10949195
5.82,-34.59,-0.92,-0.45,0.04,-0.18,-35.08827297
-15,117.23,105.29,-0.45,0.04,-0.18,158.2841022
13.77,-25.1,1.53,-0.45,0.04,-0.18,-28.66991106
6.43,-34.89,-29.69,-0.45,0.04,-0.18,-46.26178877
14.69,-46.52,-22.65,-0.52,0.05,-0.24,-53.78595542
-6.73,-73.76,-46.22,-0.52,0.05,-0.24,-87.30474729
3.37,-41.01,-24.18,-0.52,0.05,-0.24,-47.72682055
-7.65,-17.14,-4.9,-0.52,0.05,-0.24,-19.39876542
27.55,-11.94,24.18,-0.52,0.05,-0.24,38.5517639
4.9,-40.71,0.61,-0.59,0.04,-0.3,-41.00836744
5.82,-22.34,4.29,-0.59,0.04,-0.3,-23.48088797
11.02,-36.42,-13.77,-0.59,0.04,-0.3,-40.46566075
8.88,7.35,15.61,-0.59,0.04,-0.3,19.40487052
18.06,-35.5,0.31,-0.59,0.04,-0.3,-39.8310143
14.69,-9.49,19.89,-0.59,0.04,-0.3,26.48524684
3.98,-55.4,-23.57,-0.64,0.05,-0.33,-60.33693148
20.2,-27.24,-6.12,-0.72,0.05,-0.39,-34.46029599
8.26,-48.36,-8.57,-0.72,0.05,-0.39,-49.80323383
-4.29,6.73,6.43,-0.72,0.05,-0.39,10.24899507
11.63,-29.38,-13.47,-0.72,0.05,-0.39,-34.34941339
-21.43,148.44,116.61,-0.72,0.05,-0.39,189.9778161
11.02,-24.18,34.89,-0.72,0.05,-0.39,43.85686833
25.1,5.2,16.53,-0.72,0.05,-0.39,30.50067048
23.57,-41.32,15.61,-0.72,0.05,-0.39,-50.06555103
11.63,-41.01,-22.96,-0.76,0.05,-0.42,-48.4173378
12.86,-25.1,12.24,-0.76,0.05,-0.42,-30.74422222
11.32,-41.32,4.9,-0.76,0.05,-0.42,-43.12185989
12.24,2.14,42.24,-0.76,0.05,-0.42,44.02970361
15,-19.28,4.9,-0.87,0.03,-0.57,24.91442153
7.65,-46.22,-3.37,-0.87,0.03,-0.57,-46.96986055
4.9,-11.63,-2.14,-0.87,0.03,-0.57,-12.8002539
17.75,-32.14,8.57,-0.87,0.03,-0.57,-37.70261264
9.79,-3.37,12.24,-0.87,0.03,-0.57,16.03179965
25.4,6.12,-9.79,-0.87,0.03,-0.57,27.90086916
2.45,-21.43,-18.06,-0.87,0.03,-0.57,-28.13202801
5.2,-13.16,-7.04,-0.87,0.03,-0.57,-15.80465754
-5.82,-16.53,64.28,-0.87,0.03,-0.57,66.62605872
12.55,-42.85,-23.87,-0.88,0.03,-0.57,-50.63004938
21.43,-42.54,-17.45,-0.88,0.03,-0.57,-50.72868025
-5.82,-49.28,-7.65,-0.88,0.03,-0.57,-50.20869745
-46.52,-44.69,-69.48,-0.88,0.03,-0.57,-94.80916042
13.77,-19.89,-14.08,-0.88,0.03,-0.57,-27.99055912
10.1,-42.24,-42.24,-0.88,0.03,-0.57,-60.58419926
-7.35,-4.9,9.49,-0.88,0.03,-0.57,-12.96505303
30.3,-29.08,19.59,-0.93,0.04,-0.7,46.341175
28.16,-33.67,-5.82,-0.93,0.04,-0.7,-44.27783757
8.57,23.26,17.75,-0.93,0.04,-0.7,30.48827644
14.39,-28.77,-8.57,-0.93,0.04,-0.7,-33.29008711
11.32,38.26,32.14,-0.93,0.04,-0.7,51.23426197
13.47,-18.67,12.86,-0.93,0.04,-0.7,26.37023701
11.32,-9.79,1.84,-0.93,0.04,-0.7,15.07886269
-0.31,63.36,-36.42,-0.95,0.03,-0.85,73.08215993
5.82,-0.92,-4.9,-0.95,0.03,-0.85,7.663471798
9.79,-12.24,-3.06,-0.95,0.03,-0.85,-15.96951158
20.51,-23.26,-7.96,-0.95,0.03,-0.85,-32.01639111
10.1,-26.02,-24.18,-0.95,0.03,-0.85,-36.92861763
1.22,-113.55,-57.24,-0.95,0.03,-0.85,-127.1672462
12.24,-3.06,-4.59,-0.95,0.03,-0.85,13.42569551
16.53,-7.35,2.45,-0.95,0.03,-0.85,18.25557175
9.49,-11.63,-5.82,-0.95,0.03,-0.85,-16.09936024
12.24,-11.63,2.75,-0.98,0.02,-0.91,17.10663614
14.08,-13.77,-3.67,-0.98,0.02,-0.91,-20.03317748
34.28,-3.67,105.9,-0.98,0.02,-0.91,111.3705405
0.92,45.3,-4.59,-0.98,0.02,-0.91,45.54123955
15.61,12.55,5.2,-0.98,0.02,-0.91,20.69334676
6.73,-10.1,-4.9,-1,0.01,-1.04,-13.08865539
27.55,-20.2,19.59,-1,0.01,-1.04,39.38033265
15,-13.16,-4.29,-1,0.01,-1.04,-20.41052915
15.92,-16.83,-13.16,-1,0.01,-1.04,-26.64359022
7.96,-10.41,20.51,-0.95,0,-1.11,24.33905914
17.75,12.55,-3.98,-0.95,0,-1.11,22.09989593
0.61,30.91,-2.14,-0.95,0,-1.11,30.98999516
11.32,-15.3,-10.1,-0.95,0,-1.11,-21.54628506
0.61,-24.49,-12.24,-0.95,0,-1.11,-27.38521134
22.34,-8.57,26.93,-0.94,0,-1.18,36.02423351
6.43,54.79,32.44,-0.94,0,-1.18,63.99720775
6.12,76.21,39.79,-0.94,0,-1.18,86.18968964
13.77,-39.18,19.28,-0.93,0,-1.23,-45.78650129
-12.86,-8.26,74.99,-0.93,0,-1.23,76.53174047
14.39,-20.81,-11.94,-0.93,0,-1.23,-27.97662953
19.28,3.98,-7.35,0,0,0,21.01383592
14.39,-22.96,-20.2,0,0,0,-33.79753985
17.75,-28.16,-23.26,0,0,0,-40.60881308
15.61,-20.51,-15.92,0,0,0,-30.29486095
12.55,-11.02,-6.73,0,0,0,-18.00654881
15.61,-17.75,7.35,-0.87,0.03,-1.34,24.753931
5.51,42.85,-8.26,-0.87,0.03,-1.34,43.98534074
15.61,-26.93,-32.75,-0.87,0.03,-1.34,-45.18251321
12.86,11.94,-8.57,-0.87,0.03,-1.34,19.52916025
11.94,-10.71,-3.98,-0.87,0.03,-1.34,-16.52598257
16.22,3.67,15.92,-0.87,0.04,-1.34,23.02180923
15.3,-2.75,2.14,-0.87,0.04,-1.34,15.69178447
16.22,-7.65,-6.12,-0.87,0.04,-1.34,18.94901844
15.3,-1.53,-5.82,-0.82,0.02,-1.42,16.44090326
15.3,-5.51,-6.73,-0.82,0.02,-1.42,17.59951704
11.02,14.69,-23.57,-0.82,0.02,-1.42,29.87944779
25.4,-14.69,13.47,-0.82,0.02,-1.42,32.28617351
14.69,9.79,4.29,-0.82,0.02,-1.42,18.1671214
14.69,-11.02,-2.75,-0.82,0.02,-1.42,18.56876409
9.49,-15.92,-5.51,-0.82,0.02,-1.42,-19.33563032
21.43,-16.83,-6.73,-0.82,0.02,-1.42,-28.06753819
26.02,-15.92,18.36,-0.82,0.02,-1.42,35.6030392
-11.63,64.89,92.74,-0.82,0.02,-1.42,113.7834636
14.39,-67.95,-41.32,-0.69,-0.02,-1.6,-80.81841993
56.01,0,22.65,-0.69,-0.02,-1.6,60.41641002
16.22,-82.64,-145.38,-0.69,-0.02,-1.6,-168.0113163
11.02,-13.16,-66.72,-0.69,-0.02,-1.6,-68.89255693
11.94,-27.85,-26.02,-0.69,-0.02,-1.6,-39.94028668
10.71,-2.75,-13.16,-0.69,-0.02,-1.6,-17.18872305
13.47,-12.86,-3.67,-0.69,-0.02,-1.6,-18.98129079
14.39,-14.39,-20.81,-0.69,-0.02,-1.6,-29.10670541
16.83,-8.26,-2.45,-0.69,-0.02,-1.6,18.90711506
16.22,8.26,-0.31,-0.69,-0.02,-1.6,18.20472741
15,-1.53,-3.37,-0.69,-0.02,-1.6,15.4498479
15.3,2.14,1.84,-0.61,0.05,-1.6,15.55812328
15.61,1.53,-1.53,-0.61,0.05,-1.6,15.75924808
107.74,3.98,123.65,0,0,0,164.052036
13.16,-30.61,-61.83,0,0,0,-70.23607762
15,-10.71,-28.16,0,0,0,-33.65545572
16.53,2.45,-6.43,-0.63,0.05,-1.61,17.90497975
14.39,2.14,-11.63,-0.63,0.05,-1.61,18.62548254
14.69,-5.2,1.84,-0.63,0.05,-1.61,15.69145309
16.83,-5.51,-5.2,-0.63,0.05,-1.61,18.45667901
55.09,-64.58,-5.51,-0.41,-0.02,-1.75,-85.06376785
12.24,-4.29,-36.42,-0.41,-0.02,-1.75,-38.66054966
14.69,-8.57,-26.02,-0.41,-0.02,-1.75,-31.08506715
13.16,-15.61,-20.2,-0.41,-0.02,-1.75,-28.72103236
6.12,-4.29,25.1,-0.41,-0.02,-1.75,26.18909124
4.9,-14.69,-18.06,-0.41,-0.02,-1.75,-23.7901177
12.24,-5.51,-19.89,-0.41,-0.02,-1.75,-23.99562043
9.79,-24.18,-37.95,-0.34,-0.02,-1.8,-46.05126491
4.59,25.1,28.77,-0.27,0,-1.81,38.45505168
17.14,-0.61,-5.2,-0.27,0,-1.81,17.92182189
14.69,11.63,31.83,-0.27,0,-1.81,36.9351039
17.45,14.39,-15,-0.27,0,-1.81,27.13990788
11.63,-0.61,-16.22,-0.27,0,-1.81,-19.96790925
-8.26,74.07,59.68,-0.21,0.01,-1.78,95.47929042
14.69,8.57,5.2,-0.21,0.01,-1.78,17.78429082
12.55,46.83,3.67,-0.21,0.01,-1.78,48.62119188
15,-11.63,-12.55,-0.21,0.01,-1.78,-22.75432706
-66.42,156.4,16.53,-0.21,0.01,-1.78,170.7214612
14.39,-30,-52.64,-0.21,0.01,-1.78,-62.27392472
9.79,2.45,-13.47,-0.21,0.01,-1.78,-16.83114672
13.16,-1.22,-11.02,-0.21,0.01,-1.78,17.2079749
26.93,-2.45,31.53,-0.21,0.01,-1.78,41.53755289
21.43,-5.82,-2.14,-0.21,0.01,-1.78,22.30912145
21.73,5.51,27.85,-0.17,0.03,-1.78,35.75158038
18.06,-13.16,13.16,-0.17,0.03,-1.78,25.93327592
11.63,-8.57,-1.53,-0.17,0.03,-1.78,14.52730877
13.77,6.43,11.94,-0.17,0.03,-1.78,19.32670174
17.14,29.08,11.32,-0.06,0.02,-1.78,35.60292685
19.59,7.04,11.94,-0.06,0.02,-1.78,23.99777698
14.69,-6.73,-17.14,-0.06,0.02,-1.78,-23.555649
4.29,-3.37,27.55,-0.06,0.02,-1.78,28.08493368
5.2,3.37,-9.79,-0.06,0.02,-1.78,-11.58624184
14.08,0.92,-22.34,0.02,0.01,-1.78,-26.42287645
17.45,0,-0.92,0.02,0.01,-1.78,17.47423532
12.55,-18.67,-50.81,0.02,0.01,-1.78,-55.56732403
26.63,-7.04,-7.65,0.11,0.02,-1.77,28.58742731
15,6.43,-11.02,0.11,0.02,-1.77,19.69226498
-0.61,68.87,-28.46,0.11,0.02,-1.77,74.52127616
17.14,7.96,-4.29,0.11,0.02,-1.77,19.3789912
12.86,12.86,17.14,0.11,0.02,-1.77,24.9907743
18.06,24.79,9.18,0.11,0.02,-1.77,32.0153104
12.55,9.79,3.37,0.11,0.02,-1.77,16.26971112
25.4,-26.63,14.08,0.11,0.02,-1.77,39.40257986
13.77,1.53,-3.67,0.11,0.02,-1.77,14.33257479
24.49,-20.81,-2.75,0.11,0.02,-1.77,32.25490195
22.65,-4.9,13.16,0.11,0.02,-1.77,26.64991745
34.28,-34.89,-13.77,0.11,0.02,-1.77,-50.81381111
5.82,-2.45,15.92,0.11,0.02,-1.77,17.12662547
11.63,33.36,48.05,0.28,0.03,-1.69,59.64016264
-8.26,134.98,15,0.32,0.05,-1.66,136.0618536
23.26,-42.54,-12.55,0.32,0.05,-1.66,-50.08175017
27.55,33.06,59.68,0.32,0.05,-1.66,73.57763587
14.69,-2.45,-13.16,0.32,0.05,-1.66,-19.87420942
38.57,-15,38.87,0.32,0.05,-1.66,56.77606714
22.04,13.16,-3.98,0.32,0.05,-1.66,25.97667415
11.02,1.22,14.08,0.35,0.07,-1.63,17.92136156
9.18,-15.3,3.67,0.35,0.07,-1.63,-18.21623726
0.61,23.26,45.3,0.35,0.07,-1.63,50.92631638
16.83,-8.26,-48.97,0.35,0.07,-1.63,-52.43603151
16.83,-15,-0.61,0.35,0.07,-1.63,22.55262734
13.77,14.08,23.26,0.35,0.07,-1.63,30.47764591
15.3,19.59,2.14,0.35,0.07,-1.63,24.94870137
14.69,-17.45,-19.59,0.35,0.07,-1.63,-30.06770194
11.02,-15,-30,0.48,0.07,-1.5,-35.30496282
14.39,-3.37,-13.47,0.48,0.07,-1.5,-19.99674724
17.45,-11.94,14.69,0.48,0.07,-1.5,25.74611039
13.77,15.61,-23.26,0.48,0.07,-1.5,31.21398084
19.59,2.14,21.73,0.48,0.07,-1.5,29.3349723
13.77,-17.75,-3.37,0.48,0.07,-1.5,-22.71634434
19.59,-3.67,9.79,0.48,0.07,-1.5,22.20542952
16.53,8.57,1.53,0.48,0.07,-1.5,18.68225629
13.47,-17.14,-18.98,0.48,0.07,-1.51,-28.9043405
8.88,4.9,-3.37,0.48,0.07,-1.51,10.68743655
9.18,-3.37,-19.28,0.48,0.07,-1.51,-21.61822611
19.59,6.43,-3.06,0.48,0.07,-1.51,20.84410228
13.16,-15.61,-40.4,0.48,0.07,-1.51,-45.2660767
7.96,45.3,39.18,0.48,0.07,-1.51,60.41956637
35.2,-30.91,78.35,0.48,0.07,-1.51,91.28631113
22.34,1.53,-8.57,0.48,0.07,-1.51,23.97626743
54.17,-22.34,-41.01,0.57,0.06,-1.39,-71.52121783
-3.67,12.24,-59.38,0.6,0.06,-1.36,-60.73936862
59.07,-48.05,56.32,0.6,0.06,-1.36,94.71013568
0,-19.28,-81.42,0.6,0.06,-1.36,-83.67158897
11.94,3.98,-22.34,0.6,0.06,-1.36,-25.64136502
11.94,-3.67,-27.24,0.6,0.06,-1.36,-29.96748405
20.51,8.57,56.93,0.6,0.06,-1.36,61.11570911
14.08,-2.75,1.22,0.6,0.06,-1.36,14.39782275
-6.43,-24.18,76.52,0.6,0.06,-1.36,80.50669351
24.18,-3.37,-21.43,0.65,0.03,-1.3,-32.48498422
11.94,4.29,-53.26,0.65,0.03,-1.3,-54.75029954
11.02,3.06,-39.48,0.65,0.03,-1.3,-41.10321642
10.71,-7.35,-43.46,0.65,0.03,-1.3,-45.35965388
12.55,8.26,-2.45,0.61,0.05,-1.24,15.22276585
-0.31,-12.86,-45.91,0.61,0.05,-1.24,-47.67812706
15,-13.47,7.35,0.61,0.05,-1.24,21.45841094
-4.29,18.67,8.57,0.61,0.05,-1.24,20.9861359
7.35,-12.55,-25.71,0.61,0.05,-1.24,-29.53860356
12.86,12.24,-7.04,0.61,0.05,-1.24,19.09865964
10.71,-6.43,26.93,0.61,0.05,-1.24,29.68625776
5.51,17.14,-3.98,0.61,0.05,-1.24,18.43854929
16.53,-3.98,19.59,0.65,0.04,-1.19,25.93934078
32.14,6.12,38.57,0.65,0.04,-1.19,50.57745446
25.71,17.45,17.75,0.65,0.04,-1.19,35.78504017
7.65,0.61,-17.14,0.65,0.04,-1.19,-18.77962193
5.2,-16.22,-65.5,0.65,0.04,-1.19,-67.67849289
71.93,-3.98,-11.94,0.69,0.04,-1.05,73.02279713
26.63,0.31,2.45,0.69,0.04,-1.05,26.74426107
8.88,32.14,87.23,0.69,0.04,-1.05,93.38579603
19.59,-11.02,29.69,0.69,0.04,-1.05,37.23848278
21.73,3.98,80.19,0.69,0.04,-1.05,83.17733706
10.41,26.32,11.02,0.69,0.04,-1.05,30.37352301
5.82,10.41,-3.06,0.69,0.04,-1.05,12.31276167
20.2,-5.2,3.37,0.69,0.04,-1.05,21.12905346
2.45,-15.3,-29.69,0.69,0.04,-1.05,-33.4901269
11.02,4.59,-2.14,0.69,0.04,-1.05,12.12798829
11.02,21.12,3.06,0.69,0.04,-0.99,24.01787668
16.53,7.96,14.08,0.69,0.04,-0.99,23.12680047
18.06,-23.57,3.06,0.69,0.04,-0.99,-29.85083081
-1.53,16.53,128.86,0.69,0.04,-0.99,129.9249068
-16.83,-46.22,-59.68,0.69,0.04,-0.99,-77.3384749
16.22,-3.98,-22.34,0.7,0.02,-0.95,-27.89273024
13.77,-10.41,-15.3,0.7,0.01,-0.85,-23.06666426
-39.79,88.15,121.82,0.7,0.01,-0.85,155.5434955
6.73,-17.14,-43.16,0.7,0.01,-0.85,-46.92396083
22.04,7.04,49.58,0.7,0.01,-0.85,54.71288331
2.45,15.61,8.57,0.7,0.01,-0.85,17.97552503
11.63,63.66,67.95,0.69,0.01,-0.81,93.83525457
11.32,-1.84,-32.44,0.69,0.01,-0.81,-34.40758056
4.9,3.37,-17.75,0.69,0.01,-0.81,-18.71975961
16.22,12.86,3.98,0.69,0.01,-0.81,21.07862424
17.45,2.45,12.55,0.69,0.01,-0.81,21.633481
26.02,0.92,9.79,0.69,0.01,-0.81,27.81601877
9.49,14.69,10.41,0.67,0.03,-0.74,20.35250107
17.14,-17.14,-14.69,0.67,0.03,-0.74,-28.34352307
14.39,4.9,-23.87,0.67,0.03,-0.74,-28.29945229
13.16,-22.96,-22.96,0.67,0.03,-0.74,-35.03582167
6.12,12.24,-29.38,0.67,0.03,-0.74,-32.41074513
-3.06,-2.75,-22.34,0.67,0.03,-0.74,-22.7156708
-37.03,42.54,156.4,0.67,0.03,-0.74,166.2583306
-8.88,-14.69,-34.28,0.67,0.03,-0.74,-38.33756513
1.22,22.04,-6.12,0.67,0.03,-0.74,22.90642705
7.65,33.06,36.12,0.67,0.03,-0.74,49.55946428
7.35,18.06,-10.1,0.67,0.03,-0.74,21.958964
7.65,20.51,23.87,0.61,0.04,-0.64,32.38764425
7.35,21.12,39.18,0.61,0.04,-0.64,45.11262905
13.47,1.53,-7.65,0.61,0.04,-0.64,15.56612669
4.9,0.31,15.61,0.61,0.04,-0.64,16.36392985
8.88,4.9,20.81,0.61,0.04,-0.64,23.1499568
9.79,-0.92,-17.14,0.61,0.04,-0.64,-19.76031629
9.18,5.2,20.51,0.61,0.04,-0.64,23.06452904
5.2,-0.31,19.89,0.61,0.04,-0.64,20.56084142
6.73,-2.14,-20.2,0.55,0.02,-0.51,-21.39889016
9.49,10.1,-8.88,0.55,0.02,-0.51,16.45978432
7.35,15.3,-8.26,0.55,0.02,-0.51,18.87697274
13.16,0.61,83.25,0.55,0.02,-0.51,84.28594307
4.9,22.34,-12.86,0.55,0.02,-0.51,26.23862039
6.43,64.58,20.2,0.51,0.02,-0.46,67.97029719
6.12,18.98,-23.87,0.51,0.02,-0.46,31.10420711
7.65,13.16,-15,0.51,0.02,-0.46,21.37072998
