TEXLOG: 9.49, 4.90, -8.57, -0.48,0.00,0.81
TEXLOG: 9.49, 7.04, -6.12, -0.48,0.00,0.81
TEXLOG: 41.63, 8.88, 90.60, -0.48,0.00,0.81
TEXLOG: -0.31, 39.48, -26.63, -0.48,0.00,0.81
TEXLOG: -13.77, -32.14, -32.14, -0.46,0.00,0.83
TEXLOG: 7.96, -7.35, -17.45, -0.46,0.00,0.83
TEXLOG: 7.04, 0.31, -6.12, -0.46,0.00,0.83
TEXLOG: 12.24, -1.84, 6.43, -0.46,0.00,0.83
TEXLOG: 6.73, 10.41, -4.29, 0.00,0.00,0.00
TEXLOG: 3.37, -8.88, -9.49, 0.00,0.00,0.00
TEXLOG: 22.65, -4.59, 18.67, 0.00,0.00,0.00
TEXLOG: 11.32, 4.29, 6.43, 0.00,0.00,0.00
TEXLOG: 4.90, -38.57, 29.38, 0.00,0.00,0.00
TEXLOG: 11.63, -2.45, -1.22, 0.00,0.00,0.00
TEXLOG: 8.26, 10.41, 2.14, 0.00,0.00,0.00
TEXLOG: 6.12, 11.63, -12.55, -0.40,0.00,0.89
TEXLOG: 12.24, -14.39, 0.31, -0.40,0.00,0.89
TEXLOG: 3.67, 17.75, -7.96, -0.40,0.00,0.89
TEXLOG: 12.55, 4.90, -3.06, -0.40,0.00,0.89
TEXLOG: -23.26, -73.46, 33.67, -0.40,0.00,0.89
TEXLOG: -2.45, 0.92, 2.45, -0.40,0.00,0.89
TEXLOG: 7.04, 24.18, -14.69, -0.40,0.00,0.89
TEXLOG: 15.30, 5.20, -6.43, -0.40,0.00,0.89
TEXLOG: 26.93, 6.73, 9.49, -0.40,0.00,0.89
TEXLOG: 17.14, -13.47, 22.96, -0.40,0.00,0.89
TEXLOG: 0.31, -57.24, 24.18, -0.33,0.00,0.90
TEXLOG: 0.61, 15.61, -14.39, -0.33,0.00,0.90
TEXLOG: 11.32, 0.31, 19.59, -0.33,0.00,0.90
TEXLOG: 22.04, 37.34, 2.14, -0.33,0.00,0.90
TEXLOG: 20.51, -21.12, 20.51, -0.33,0.00,0.90
TEXLOG: 11.02, 3.67, -7.35, -0.33,0.00,0.90
TEXLOG: 8.88, -13.77, 17.45, -0.33,0.00,0.90
TEXLOG: 17.14, -4.90, 17.45, -0.33,0.00,0.90
TEXLOG: 5.51, 17.14, -34.28, -0.33,0.00,0.90
TEXLOG: 11.02, 1.53, -15.92, -0.32,0.00,0.90
TEXLOG: 7.96, 7.96, -21.12, -0.32,0.00,0.90
TEXLOG: 9.49, 1.22, -11.94, -0.32,0.00,0.90
TEXLOG: 8.57, 4.90, -7.65, -0.32,0.00,0.90
TEXLOG: 7.35, 6.12, -8.88, -0.32,0.00,0.90
TEXLOG: 9.18, 0.61, -3.37, -0.30,0.02,0.89
TEXLOG: 9.18, -0.92, -3.06, -0.30,0.02,0.89
TEXLOG: 10.41, -4.90, -2.14, -0.30,0.02,0.89
TEXLOG: 10.71, -3.37, 0.61, -0.30,0.02,0.89
TEXLOG: 9.18, -0.61, 0.00, -0.30,0.02,0.89
TEXLOG: 9.18, -0.31, -0.31, -0.30,0.02,0.89
TEXLOG: 101.00, -24.49, 110.49, -0.30,0.02,0.89
TEXLOG: -15.92, 22.34, -37.95, -0.30,0.02,0.89
TEXLOG: 15.61, -14.39, 35.50, -0.30,0.02,0.89
TEXLOG: 8.26, -11.02, -12.86, -0.29,0.03,0.88
TEXLOG: 10.10, 6.73, -10.41, -0.29,0.03,0.88
TEXLOG: 11.63, -0.31, 14.69, -0.29,0.03,0.88
TEXLOG: 9.79, -0.92, 3.06, -0.29,0.03,0.88
TEXLOG: 10.71, -8.26, 4.90, -0.29,0.03,0.88
TEXLOG: 8.26, 6.43, -9.49, -0.22,-0.01,0.91
TEXLOG: 13.77, -0.92, 10.41, -0.22,-0.01,0.91
TEXLOG: 11.94, -2.75, 12.86, -0.22,-0.01,0.91
TEXLOG: 12.55, -2.14, 19.59, -0.22,-0.01,0.91
TEXLOG: 7.65, -3.37, 2.14, -0.22,-0.01,0.91
TEXLOG: 5.82, -0.61, 4.59, -0.22,-0.01,0.91
TEXLOG: 7.04, 6.73, 3.67, -0.22,-0.01,0.91
TEXLOG: 30.61, 31.83, 6.73, -0.22,-0.01,0.91
TEXLOG: 12.86, -7.04, -3.37, -0.22,-0.01,0.91
TEXLOG: 10.71, -8.57, 3.37, -0.18,-0.01,0.91
TEXLOG: 9.49, -2.75, -6.12, -0.18,-0.01,0.91
TEXLOG: 10.71, -2.14, -0.92, -0.18,-0.01,0.91
TEXLOG: 4.59, 4.29, -17.14, -0.15,-0.02,0.90
TEXLOG: 7.35, 0.00, 4.29, -0.15,-0.02,0.90
TEXLOG: 18.36, -1.53, 8.26, -0.15,-0.02,0.90
TEXLOG: 26.02, 29.38, -83.25, -0.15,-0.02,0.90
TEXLOG: 13.47, -15.61, -29.38, -0.15,-0.02,0.90
TEXLOG: 5.82, 5.51, -9.49, -0.15,-0.02,0.90
TEXLOG: 6.43, 4.90, -3.67, -0.15,-0.02,0.90
TEXLOG: -16.83, -138.04, 155.18, -0.15,-0.02,0.90
TEXLOG: -5.20, 5.82, -15.92, -0.11,-0.01,0.90
TEXLOG: 13.77, 5.51, 29.69, -0.11,-0.01,0.90
TEXLOG: 9.18, 5.51, -9.18, -0.11,-0.01,0.90
TEXLOG: 11.94, -5.82, -0.31, -0.11,-0.01,0.90
TEXLOG: 12.55, 1.84, -7.04, -0.11,-0.01,0.90
TEXLOG: 4.59, -5.51, -15.30, -0.11,0.00,0.88
TEXLOG: 6.12, 0.61, -4.90, -0.11,0.00,0.88
TEXLOG: 11.32, 3.67, 2.45, -0.08,0.01,0.86
TEXLOG: 13.77, 7.35, -0.31, -0.08,0.01,0.86
TEXLOG: 11.94, -8.26, -3.37, -0.08,0.01,0.86
TEXLOG: 11.32, 0.31, 1.84, -0.08,0.01,0.86
TEXLOG: 7.65, -20.20, 9.18, -0.08,0.01,0.86
TEXLOG: 6.43, -0.92, 10.71, -0.08,0.01,0.86
TEXLOG: 7.35, 3.67, 1.53, -0.08,0.01,0.86
TEXLOG: 8.57, -11.32, 13.77, -0.08,0.01,0.86
TEXLOG: 12.24, -1.53, 7.65, -0.08,0.01,0.86
TEXLOG: 6.12, 0.00, -0.31, -0.06,0.01,0.84
TEXLOG: 13.16, -4.90, 25.40, 0.00,0.00,0.82
TEXLOG: 7.04, -0.92, -3.37, 0.00,0.00,0.82
TEXLOG: 7.65, 2.75, -7.65, 0.00,0.00,0.82
TEXLOG: 9.18, -6.73, -10.41, 0.00,0.00,0.82
TEXLOG: 9.18, -3.06, 1.22, 0.00,0.00,0.82
TEXLOG: 11.02, -5.51, 11.32, 0.00,0.00,0.82
TEXLOG: 8.57, 12.86, -16.53, 0.00,0.00,0.82
TEXLOG: 5.82, -19.28, 6.43, 0.00,0.00,0.82
TEXLOG: 7.35, -19.89, 18.36, 0.00,0.00,0.82
TEXLOG: 11.32, 14.08, 10.10, 0.00,0.00,0.82
TEXLOG: 11.32, -13.47, 23.26, 0.00,0.00,0.82
TEXLOG: 9.18, 0.31, 1.84, 0.03,0.00,0.79
TEXLOG: 6.12, 13.16, -26.32, 0.03,0.00,0.79
TEXLOG: -3.06, 2.14, -33.67, 0.03,0.00,0.79
TEXLOG: 12.24, -25.10, 34.28, 0.03,0.00,0.79
TEXLOG: 8.26, 12.24, -13.77, 0.03,0.00,0.79
TEXLOG: 9.18, -4.90, 55.09, 0.03,0.00,0.79
TEXLOG: -2.14, 10.41, -11.63, 0.03,0.00,0.79
TEXLOG: 7.35, -12.86, 32.44, 0.03,0.00,0.79
TEXLOG: 8.57, 19.28, -8.26, 0.03,0.00,0.79
TEXLOG: 7.96, -5.20, -4.29, 0.03,0.00,0.79
TEXLOG: 7.04, -6.73, -6.12, 0.03,0.00,0.79
TEXLOG: 5.20, 6.12, -18.67, 0.03,0.00,0.79
TEXLOG: 11.63, -2.45, -9.18, 0.05,0.01,0.76
TEXLOG: 10.71, 1.53, -2.45, 0.05,0.01,0.76
TEXLOG: 8.26, -6.73, 0.61, 0.05,0.01,0.76
TEXLOG: 4.59, 9.49, -7.96, 0.05,0.01,0.76
TEXLOG: 8.88, -21.12, 33.36, 0.06,0.02,0.74
TEXLOG: 4.29, 10.71, -14.69, 0.06,0.02,0.74
TEXLOG: 9.79, -3.06, -3.37, 0.06,0.02,0.74
TEXLOG: 10.10, -4.59, -10.10, 0.06,0.02,0.74
TEXLOG: 11.32, -8.26, -3.67, 0.06,0.02,0.74
TEXLOG: 10.10, -5.20, 5.20, 0.06,0.02,0.74
TEXLOG: 2.45, 4.29, -22.34, 0.06,0.02,0.74
TEXLOG: -4.59, -0.92, 3.37, 0.06,0.02,0.74
TEXLOG: 8.26, -5.82, 3.98, 0.08,0.01,0.72
TEXLOG: 8.57, -13.47, 22.04, 0.08,0.01,0.72
TEXLOG: 1.84, -7.35, 2.75, 0.08,0.01,0.72
TEXLOG: 3.06, -3.98, 23.57, 0.08,0.01,0.72
TEXLOG: 9.49, 4.90, -5.20, 0.10,0.00,0.70
TEXLOG: 19.89, -1.22, -7.96, 0.10,0.00,0.70
TEXLOG: 15.92, -23.57, 0.61, 0.10,0.00,0.70
TEXLOG: 6.43, -2.14, -7.96, 0.10,0.00,0.70
TEXLOG: 4.59, -0.31, 6.73, 0.10,0.00,0.70
TEXLOG: 4.90, 1.22, -3.37, 0.10,0.00,0.70
TEXLOG: 6.73, -13.77, 35.50, 0.10,0.00,0.70
TEXLOG: 11.32, 7.96, 1.53, 0.10,0.00,0.70
TEXLOG: 18.06, -10.41, -3.67, 0.12,0.00,0.67
TEXLOG: 9.18, -6.73, 4.90, 0.12,0.00,0.67
TEXLOG: -2.14, -48.67, 81.11, 0.12,0.00,0.67
TEXLOG: 9.49, -0.92, 31.53, 0.12,0.00,0.67
TEXLOG: 3.98, 2.75, -26.32, 0.12,0.00,0.67
TEXLOG: 5.82, 0.00, -17.14, 0.12,0.01,0.63
TEXLOG: 15.00, -7.04, 2.75, 0.12,0.01,0.63
TEXLOG: 14.69, 4.29, 98.25, 0.12,0.02,0.61
TEXLOG: -0.31, 11.32, -16.83, 0.12,0.02,0.61
TEXLOG: 0.00, -27.24, 51.42, 0.12,0.02,0.61
TEXLOG: 5.20, 0.61, -0.92, 0.12,0.02,0.61
TEXLOG: 7.35, 4.59, 18.98, 0.12,0.02,0.61
TEXLOG: 11.32, -16.53, -2.45, 0.12,0.02,0.61
TEXLOG: -4.90, 6.12, -22.96, 0.12,0.02,0.61
TEXLOG: 7.35, -10.71, -4.90, 0.12,0.02,0.61
TEXLOG: 15.00, -3.37, 13.16, 0.12,0.02,0.61
TEXLOG: 3.37, -20.20, 47.75, 0.13,0.01,0.58
TEXLOG: 5.51, 5.82, -16.83, 0.13,0.01,0.58
TEXLOG: 16.53, 11.94, -0.61, 0.14,0.00,0.56
TEXLOG: 0.92, -7.96, 83.25, 0.14,0.00,0.56
TEXLOG: 7.04, 1.22, 0.00, 0.14,0.00,0.56
TEXLOG: 14.08, 18.06, 19.28, 0.14,0.00,0.56
TEXLOG: 10.10, -12.86, 5.20, 0.14,0.00,0.56
TEXLOG: 14.39, 1.84, -7.04, 0.14,0.00,0.56
TEXLOG: 2.75, 6.43, -1.84, 0.14,0.00,0.56
TEXLOG: 0.92, -17.14, 55.40, 0.14,0.00,0.56
TEXLOG: 4.29, 7.65, -4.59, 0.14,0.00,0.56
TEXLOG: 4.90, -3.67, 0.61, 0.15,0.00,0.53
TEXLOG: 10.41, -3.98, 45.30, 0.15,0.00,0.53
TEXLOG: 1.53, 3.67, -5.51, 0.15,0.00,0.53
TEXLOG: 6.43, -20.51, 54.17, 0.15,0.00,0.53
TEXLOG: 8.57, -5.82, 6.43, 0.14,0.00,0.46
TEXLOG: 5.20, 3.06, -17.75, 0.14,0.00,0.46
TEXLOG: 11.63, -5.51, 36.12, 0.14,0.00,0.46
TEXLOG: 6.43, -2.14, -13.16, 0.14,0.00,0.46
TEXLOG: 11.32, -3.67, -0.61, 0.14,0.00,0.46
TEXLOG: 5.20, -2.14, -22.96, 0.14,0.00,0.46
TEXLOG: 4.59, -12.24, 11.94, 0.14,0.00,0.46
TEXLOG: 7.96, -5.51, -8.88, 0.14,0.00,0.46
TEXLOG: 13.16, -2.14, -12.24, 0.14,0.00,0.46
TEXLOG: 0.61, 3.37, -3.06, 0.14,0.00,0.46
TEXLOG: 4.29, -4.59, -14.39, 0.12,0.00,0.42
TEXLOG: 9.18, -8.88, 28.77, 0.12,0.00,0.42
TEXLOG: 9.49, -2.45, -11.02, 0.12,0.00,0.42
TEXLOG: 8.88, -6.73, 11.94, 0.12,0.00,0.42
TEXLOG: 3.06, 2.14, -12.55, 0.12,0.00,0.42
TEXLOG: 9.49, -2.14, 22.65, 0.12,0.00,0.42
TEXLOG: 7.65, -2.45, 6.12, 0.12,0.00,0.42
TEXLOG: 7.96, -4.59, -10.41, 0.12,0.00,0.42
TEXLOG: 6.73, -12.24, 7.65, 0.12,0.00,0.42
TEXLOG: 5.51, 0.00, -5.20, 0.12,0.00,0.42
TEXLOG: 5.51, -0.31, 6.12, 0.12,0.00,0.42
TEXLOG: 9.79, -9.49, 11.94, 0.12,0.00,0.40
TEXLOG: 6.73, 0.00, -0.61, 0.11,-0.01,0.38
TEXLOG: 3.67, -20.20, 103.76, 0.11,-0.01,0.38
TEXLOG: 6.12, 11.63, -12.86, 0.11,-0.01,0.38
TEXLOG: 4.29, -2.75, -18.67, 0.11,-0.01,0.38
TEXLOG: 20.81, 2.14, 0.31, 0.11,-0.01,0.38
TEXLOG: 3.06, -7.35, -27.55, 0.11,-0.01,0.38
TEXLOG: 7.65, -4.90, -3.67, 0.11,-0.01,0.38
TEXLOG: 6.12, 0.92, -11.63, 0.11,-0.01,0.38
TEXLOG: 15.61, -25.10, 30.30, 0.11,-0.01,0.38
TEXLOG: 6.43, 0.61, -7.96, 0.11,-0.01,0.38
TEXLOG: 7.65, -7.35, -2.45, 0.10,-0.01,0.35
TEXLOG: 8.26, -8.88, 18.06, 0.08,-0.01,0.31
TEXLOG: 6.12, -4.90, -8.26, 0.08,-0.01,0.31
TEXLOG: 10.10, -3.06, -8.88, 0.08,-0.01,0.31
TEXLOG: 8.26, -10.10, -6.43, 0.08,-0.01,0.31
TEXLOG: 6.43, -4.90, 23.57, 0.08,-0.01,0.31
TEXLOG: 3.98, -3.67, -3.98, 0.08,-0.01,0.31
TEXLOG: 7.04, -3.06, 1.84, 0.00,0.00,0.00
TEXLOG: 8.88, -8.26, 14.69, 0.00,0.00,0.00
TEXLOG: 5.20, -4.59, 2.45, 0.00,0.00,0.00
TEXLOG: 8.88, -9.18, 36.12, 0.00,0.00,0.00
TEXLOG: 4.90, 1.53, -6.12, 0.00,0.00,0.00
TEXLOG: 6.73, -1.22, 9.79, 0.08,-0.02,0.29
TEXLOG: 7.65, -2.45, 27.24, 0.08,-0.02,0.29
TEXLOG: 7.65, -3.98, 7.35, 0.07,-0.02,0.27
TEXLOG: 7.04, -1.84, -7.35, 0.07,-0.02,0.27
TEXLOG: 7.04, -5.82, -5.20, 0.07,-0.02,0.27
TEXLOG: 7.65, -9.79, 3.67, 0.07,-0.02,0.27
TEXLOG: 6.43, -3.67, 3.98, 0.07,-0.02,0.27
TEXLOG: 7.35, -2.75, 3.67, 0.07,-0.02,0.27
TEXLOG: 6.43, -5.82, -6.12, 0.07,-0.02,0.27
TEXLOG: 7.35, -5.51, 4.29, 0.07,-0.02,0.27
TEXLOG: 6.12, -4.59, -3.98, 0.07,-0.02,0.27
TEXLOG: 8.88, -7.35, 24.79, 0.06,-0.02,0.24
