 00492.68,  00059.57,  01477.54
 00610.35,  00293.95,  00847.17
 00565.92,  00224.61,  00909.67
 00564.94,  00201.66,  00847.66
 00578.13,  00167.48,  00846.68
 00563.96,  00167.48,  00885.25
 00555.18,  00135.74,  00874.02
 00576.17,  00184.57,  00780.27
 00634.77, -00008.30,  00666.99
 00530.76,  00179.69,  01032.71
 00540.53,  00075.20,  00817.38
 00556.64, -00017.09,  00641.60
 00632.81,  00190.43,  01026.37
 00495.61,  00352.54,  00987.79
 00581.05,  00159.18,  01030.27
 00655.76, -00076.66,  00651.86
 00597.17,  00518.55,  01458.98
 00550.29,  00094.24,  00728.52
 00503.91, -00057.13,  00783.20
 00286.13,  00174.32,  00866.21
 00514.65,  00233.89,  00896.48
 00706.54,  00377.93,  00841.80
 00607.42,  00196.29,  01161.62
 00691.41,  00190.92,  01055.18
 00729.98,  00036.13,  00503.91
 00728.03,  00275.39,  00992.19
 00661.13, -00125.49,  00913.57
 00568.85, -00062.99,  00670.90
 00552.73,  00232.91,  00483.40
 00425.29,  00048.34,  00731.93
 00677.25, -00011.23,  01042.48
 00508.79,  00181.15,  00336.43
 00501.95, -00239.26, -00178.71
 00470.21,  00069.82,  00750.98
 00646.00,  00153.81,  01074.22
 00819.34,  00049.32,  00316.41
 00640.14,  00314.94,  00946.78
 00663.09, -00251.95,  00708.01
 00721.19,  00034.67,  00745.12
 00522.95,  00588.87,  01104.98
 00673.83,  00428.71,  00292.48
 00686.52,  00646.00,  01470.21
 00716.31,  00530.76,  01356.45
 00628.42, -00209.47,  00413.09
 00761.23,  00067.38,  01164.06
 00582.52,  00426.76,  00704.59
 00640.63, -00309.08,  00177.25
 00871.09, -00155.76,  00451.17
 00660.16,  00250.98,  00742.19
 00683.59, -00091.31,  01010.25
 00411.13,  00385.74,  00860.35
 00770.02, -00013.67,  00517.09
 00530.27,  00081.05,  00951.66
 00991.21,  00205.57,  00731.45
 00592.77, -00185.06,  00148.93
 00698.24,  00030.27,  00843.75
 00912.60,  00049.32,  00095.70
 00853.03,  00375.98,  01054.69
 00483.40,  00213.87,  00683.59
 00747.56,  00022.95,  00967.77
 00730.96, -00091.80,  00708.50
 00797.36,  00045.41,  00426.76
 00534.67, -00011.23,  00985.35
 00448.24, -00240.72,  00567.38
 00543.95,  00172.85,  01080.08
