 00491.70, -00169.43,  01728.52
 00606.45,  00181.64,  00813.48
 00598.14,  00134.77,  00816.89
 00595.21,  00095.21,  00841.80
 00577.64,  00322.75,  00948.24
 00553.71,  00272.46,  00929.69
 00564.45,  00124.02,  00928.22
 00576.66,  00226.07,  00817.87
 00588.87,  00157.71,  00774.90
 00594.73,  00114.26,  00833.50
 00647.46,  00151.37,  00731.45
 00632.81, -00051.27,  00791.02
 00621.09,  00183.59,  00734.37
 00599.61,  00063.48,  00804.20
 00520.51,  00028.81,  00572.75
 00539.06,  00123.54,  00818.36
 00599.12,  00410.16,  00969.73
 00668.46, -00419.43,  00249.02
 00603.03,  00128.42,  00791.50
 00721.19,  00113.77,  00697.27
 00707.03,  00314.45,  00742.68
 00618.16,  00106.45,  00818.36
 00652.83,  00605.47,  01235.84
 00514.65,  00249.02,  00682.62
 00593.75,  00305.66,  00802.73
 00567.87,  00931.64,  01543.46
 00490.23, -00366.70,  00654.79
 00566.89,  00011.72,  00765.62
 00607.42,  00209.96,  00670.41
 00421.39,  00499.51,  00896.00
 00702.15,  00524.41,  01483.40
 00741.21, -00255.86,  00695.80
 00657.23, -00049.80,  00517.09
 00600.10,  01034.67,  01833.50
 00622.56, -00536.13,  00020.51
 00561.52,  00127.44,  01243.16
 00523.93,  00430.66,  01290.53
 00732.91,  00179.20,  00969.24
 00895.02,  00392.09, -00166.99
 00720.70,  00428.22,  00765.62
 00702.64,  00242.19,  00902.34
 00666.50, -00006.84,  00918.46
 00721.19, -00173.83,  00625.49
 00590.82,  00166.50,  00935.06
 00700.68,  00574.71,  00795.41
 00477.54,  00076.17,  00512.21
 00875.98, -00052.25,  00594.24
 00434.08,  00110.35, -00060.06
 00538.09, -00039.55,  00580.57
 01004.39, -00402.34,  00379.88
 00722.17, -00039.06,  00646.97
 00617.19,  00107.42,  00650.88
 00693.85, -00007.81,  00472.17
 00572.75,  00463.87,  01511.23
 00695.80,  00057.62,  00887.70
 00741.70,  00071.29,  00658.69
 00751.46, -00059.08,  01190.43
 00833.01, -00381.84, -00763.18
 00619.63,  00031.25,  01073.73
 00410.64,  00287.11,  01320.31
 00606.45,  00052.25,  00909.18
 00670.41, -00181.15,  00459.47
 00662.60, -00115.72,  01014.65
 00614.26, -00008.30,  00857.91
 00693.85, -00202.15,  00920.90
 00556.15,  00056.15,  00832.03
 00580.57,  00023.93,  00812.50
 00524.41, -00222.66,  00794.92
 00663.09, -00295.90,  00949.71
 00577.15,  00075.68,  00864.26
 00620.61,  00041.99,  00842.77
 00593.26, -00171.39,  00822.27
 00575.20, -00007.32,  00797.36
 00594.73, -00018.55,  00837.89
 00640.14, -00063.96,  00899.90
 00719.24,  00025.88,  00881.35
 00751.95, -00117.19,  00682.62
 00592.29,  00062.99,  00807.62
 00496.58, -00242.68,  01022.95
 00697.75,  00188.96,  00263.67
 00578.61, -00099.12,  01127.44
 00752.93, -00320.80,  01030.76
 00656.74,  00329.10,  00373.05
 00681.64,  00131.84,  00830.08
 00708.98, -00253.91,  00752.44
 00824.71,  01161.13,  00495.61
 00694.34, -00391.11,  01459.47
 00593.26, -00250.49,  00885.25
 00647.95, -00033.69,  00740.72
 00430.66,  00238.28,  00469.73
 00812.50,  00246.09,  00834.47
 00871.09,  00769.53,  00288.57
 00657.23,  00471.19,  01999.94
 00729.98,  00666.99,  00605.96
 00734.86, -00079.59,  00637.21
 00252.44, -00356.93,  01338.87
 00400.39, -00144.53,  00088.87
 00693.36, -00061.04,  01042.97
 00715.33,  00089.84,  01183.11
 00490.72,  00162.11,  00124.51
 00762.21,  00096.68,  01571.29
 00688.96,  00055.66,  00279.79
 00523.93,  00015.62,  00877.44
 00698.24,  00099.12,  00590.82
 00781.25,  00002.93,  00727.54
 00353.03, -00128.42,  01894.04
 00819.82,  00476.56,  00379.39
 00744.14, -00048.83,  00648.93
 00489.26, -00004.39,  01126.46
 00668.46, -00117.68,  00823.73
 00722.17,  00044.92,  00751.95
 00658.69,  00096.19,  00721.68
 00579.59,  00222.66,  00940.43
 00736.33, -00164.06,  00681.15
 00630.37, -00079.59,  00582.03
 00683.11,  00207.52,  00706.05
 00733.89,  00203.12,  01418.95
 00713.38, -00018.07,  00847.66
 00599.61, -00102.54,  00637.70
 00552.73,  00368.65,  00249.51
 00702.15,  00386.72,  00910.16
 00567.87,  00372.07,  01025.39
 00573.73,  00272.95,  00928.71
 00487.30, -00130.86,  01085.45
 00586.91,  00135.25,  00917.48
 00627.93,  00186.04,  00774.90
 00527.34,  00383.79,  01341.80
 00612.30,  00169.92,  00385.25
 00695.80,  00430.66,  01103.52
 00467.77,  00396.48,  01082.03
